3d719799812dea11	1e-12
bd719799812dea11	-1e-12
3da5fd7fe1796495	1e-11
bda5fd7fe1796495	-1e-11
3ddb7cdfd9d7bdbb	1e-10
bddb7cdfd9d7bdbb	-1e-10
3e112e0be826d695	1e-9
be112e0be826d695	-1e-9
3e45798ee2308c3a	1e-8
be45798ee2308c3a	-1e-8
3e7ad7f29abcaf48	1e-7
be7ad7f29abcaf48	-1e-7
3eb0c6f7a0b5ed8d	1e-6
beb0c6f7a0b5ed8d	-1e-6
3ee4f8b588e368f1	0.00001
bee4f8b588e368f1	-0.00001
3f1a36e2eb1c432d	0.0001
bf1a36e2eb1c432d	-0.0001
3f50624dd2f1a9fc	0.001
bf50624dd2f1a9fc	-0.001
3f847ae147ae147b	0.01
bf847ae147ae147b	-0.01
3fb999999999999a	0.1
bfb999999999999a	-0.1
3ff0000000000000	1.0
bff0000000000000	-1.0
4024000000000000	10.0
c024000000000000	-10.0
4059000000000000	100.0
c059000000000000	-100.0
408f400000000000	1000.0
c08f400000000000	-1000.0
40c3880000000000	10000.0
c0c3880000000000	-10000.0
40f86a0000000000	100000.0
c0f86a0000000000	-100000.0
412e848000000000	1000000.0
c12e848000000000	-1000000.0
416312d000000000	10000000.0
c16312d000000000	-10000000.0
4197d78400000000	100000000.0
c197d78400000000	-100000000.0
41cdcd6500000000	1000000000.0
c1cdcd6500000000	-1000000000.0
4202a05f20000000	10000000000.0
c202a05f20000000	-10000000000.0
42374876e8000000	100000000000.0
c2374876e8000000	-100000000000.0
426d1a94a2000000	1000000000000.0
c26d1a94a2000000	-1000000000000.0
42a2309ce5400000	10000000000000.0
c2a2309ce5400000	-10000000000000.0
42d6bcc41e900000	100000000000000.0
c2d6bcc41e900000	-100000000000000.0
430c6bf526340000	1000000000000000.0
c30c6bf526340000	-1000000000000000.0
4341c37937e08000	1e16
c341c37937e08000	-1e16
4376345785d8a000	1e17
c376345785d8a000	-1e17
43abc16d674ec800	1e18
c3abc16d674ec800	-1e18
43e158e460913d00	1e19
c3e158e460913d00	-1e19
0000000000000000	0.0
8000000000000000	-0.0
3fe0000000000000	0.5
bfe0000000000000	-0.5
3fa999999999999a	0.05
4004000000000000	2.5
4058f9999999999a	99.9
406fe00000000000	255.0
40efffe000000000	65535.0
3fd3333333333334	0.30000000000000004
3f201f31f46ed246	0.000123
3e152198e2aaa6a8	1.23e-9
47efffffe0000000	3.4028234663852886e38
416312cfe0000000	9999999.0
42a674e79c5fe400	12345678901234.0
437b69b4ba630f35	1.2345678901234568e17
4035000000000000	21.0
4012000000000000	4.5
4042800000000000	37.0
c044000000000000	-40.0
4054000000000000	80.0
3fd999999999999a	0.4
3ff8000000000000	1.5
4090000000000000	1024.0
4071126666666666	273.15
c071126666666666	-273.15
3f9ba5e353f7ced9	0.027
3fbf9add3739635f	0.123456789
0000123456789abc	9.8892171489205e-311
00002468acf13578	1.9778434297841e-310
0000369d0369d034	2.96676514467614e-310
000048d159e26af0	3.9556868595682e-310
00005b05b05b05ac	4.94460857446023e-310
00006d3a06d3a068	5.9335302893523e-310
00007f6e5d4c3b24	6.92245200424433e-310
000091a2b3c4d5e0	7.91137371913637e-310
0000a3d70a3d709c	8.9002954340284e-310
0000b60b60b60b58	9.88921714892046e-310
0000c83fb72ea614	1.08781388638125e-309
0000da740da740d0	1.186706057870456e-309
0000eca8641fdb8c	1.28559822935966e-309
0000fedcba987648	1.384490400848865e-309
0001111111111104	1.48338257233807e-309
000123456789abc0	1.582274743827274e-309
00013579be02467c	1.68116691531648e-309
000147ae147ae138	1.780059086805684e-309
000159e26af37bf4	1.87895125829489e-309
00016c16c16c16b0	1.977843429784093e-309
00017e4b17e4b16c	2.0767356012733e-309
0001907f6e5d4c28	2.1756277727625e-309
0001a2b3c4d5e6e4	2.274519944251707e-309
0001b4e81b4e81a0	2.37341211574091e-309
0001c71c71c71c5c	2.472304287230116e-309
0001d950c83fb718	2.57119645871932e-309
0001eb851eb851d4	2.670088630208525e-309
0001fdb97530ec90	2.76898080169773e-309
00020fedcba9874c	2.867872973186935e-309
0002222222222208	2.96676514467614e-309
00023456789abcc4	3.065657316165344e-309
0002468acf135780	3.16454948765455e-309
000258bf258bf23c	3.263441659143753e-309
00026af37c048cf8	3.36233383063296e-309
00027d27d27d27b4	3.461226002122163e-309
00028f5c28f5c270	3.560118173611367e-309
0002a1907f6e5d2c	3.65901034510057e-309
0002b3c4d5e6f7e8	3.757902516589777e-309
0002c5f92c5f92a4	3.85679468807898e-309
0002d82d82d82d60	3.955686859568186e-309
0002ea61d950c81c	4.05457903105739e-309
0002fc962fc962d8	4.153471202546595e-309
00030eca8641fd94	4.2523633740358e-309
000320fedcba9850	4.351255545525004e-309
000333333333330c	4.45014771701421e-309
0003456789abcdc8	4.549039888503414e-309
0003579be0246884	4.64793205999262e-309
000369d0369d0340	4.746824231481823e-309
00037c048d159dfc	4.84571640297103e-309
00038e38e38e38b8	4.94460857446023e-309
0003a06d3a06d374	5.043500745949437e-309
0003b2a1907f6e30	5.14239291743864e-309
0003c4d5e6f808ec	5.241285088927846e-309
0003d70a3d70a3a8	5.34017726041705e-309
0003e93e93e93e64	5.439069431906256e-309
0003fb72ea61d920	5.53796160339546e-309
00040da740da73dc	5.636853774884665e-309
00041fdb97530e98	5.73574594637387e-309
0004320fedcba954	5.834638117863074e-309
